Region,Year,ID,Category,Sub Category 1,Sub Category 2,MI (40),ID (42),DD (43),BI (47),Admin (44),Other,Total
Cross Rural Offices of Social Services,2021,75XXX,Mandated,,Mental health advocate,17024.97,,,,,,17024.97
Cross Rural Offices of Social Services,2021,25XXX,Core Plus,Justice System Involved Services,Coordination services,,,,,,,
Cross Rural Offices of Social Services,2021,44346,Core Plus,Justice System Involved Services,Crisis Services - Telephone Crisis Service,,,,,,,
Cross Rural Offices of Social Services,2021,44366,Core Plus,Justice System Involved Services,Warm-Line,54592.09,,,,,,54592.09
Cross Rural Offices of Social Services,2021,46305,Core Plus,Justice System Involved Services,Mental Health Services in Jails,27013.01,,,,,,27013.01
Cross Rural Offices of Social Services,2021,46399,Core Plus,Justice System Involved Services,Justice System - Involved Services - Other,,,,,,,
Cross Rural Offices of Social Services,2021,46422,Core Plus,Justice System Involved Services,Crisis Prevention Training,,,,,,,
Cross Rural Offices of Social Services,2021,46425,Core Plus,Justice System Involved Services,Mental Health Court related expenses,,,,,,,
Cross Rural Offices of Social Services,2021,74301,Core Plus,Justice System Involved Services,Commitment - Civil Prescreening,,,,,,,
Cross Rural Offices of Social Services,2021,42366,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Social Support Services,,,,,,,
Cross Rural Offices of Social Services,2021,42397,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Psychiatric Rehabilitation,10000,,,,,,10000
Cross Rural Offices of Social Services,2021,3371,Other Informational Services,,Information and Referral Services,,,,,,,
Cross Rural Offices of Social Services,2021,4372,Other Informational Services,,Planning and/or Consultation Services (Client Related),,,,,,,
Cross Rural Offices of Social Services,2021,4377,Other Informational Services,,MHDS Contract Provider Incentive Payment,35000,,,,,,35000
Cross Rural Offices of Social Services,2021,4399,Other Informational Services,,Consultation,,,,,,,
Cross Rural Offices of Social Services,2021,4429,Other Informational Services,,Planning and Management Consultants (Non-Client Related),,,,,,,
Cross Rural Offices of Social Services,2021,5373,Other Informational Services,,Public Education Services,473925.01,,,,,,473925.01
Cross Rural Offices of Social Services,2021,6399,Community Living Support Services,,Academic Services,,,,,,,
Cross Rural Offices of Social Services,2021,22XXX,Community Living Support Services,,Services management,437483.33,,,,,,437483.33
Cross Rural Offices of Social Services,2021,23XXX,Community Living Support Services,,Crisis Care Coordination,,,,,,,
Cross Rural Offices of Social Services,2021,31XXX,Community Living Support Services,,Transportation,4713.54,,50,,,,4763.54
Cross Rural Offices of Social Services,2021,32321,Community Living Support Services,,Support Services - Chore Services,,,,,,,
Cross Rural Offices of Social Services,2021,32326,Community Living Support Services,,Support Services - Guardian/Conservator,,,,,,,
Cross Rural Offices of Social Services,2021,32327,Community Living Support Services,,Support Services - Representative Payee,,,,,,,
Cross Rural Offices of Social Services,2021,32335,Community Living Support Services,,Consumer-Directed Attendant Care,,,,,,,
Cross Rural Offices of Social Services,2021,32399,Community Living Support Services,,Support Services - Other,,,,,,,
Cross Rural Offices of Social Services,2021,33330,Community Living Support Services,,Mobile Meals,,,,,,,
Cross Rural Offices of Social Services,2021,33340,Community Living Support Services,,Basic Needs - Rent Payments,631.45,,,,,,631.45
Cross Rural Offices of Social Services,2021,33345,Community Living Support Services,,Basic Needs - Ongoing Rent Subsidy,,,,,,,
Cross Rural Offices of Social Services,2021,33399,Community Living Support Services,,Basic Needs - Other,108.7,,,,,,108.7
Cross Rural Offices of Social Services,2021,41305,Community Living Support Services,,Physiological Treatment - Outpatient,657.59,,,,,,657.59
Cross Rural Offices of Social Services,2021,41306,Community Living Support Services,,Physiological Treatment - Prescription Medicine/Vaccines,3374.98,,,,,,3374.98
Cross Rural Offices of Social Services,2021,41307,Community Living Support Services,,Physiological Treatment - In-Home Nursing,,,,,,,
Cross Rural Offices of Social Services,2021,41308,Community Living Support Services,,Physiological Treatment - Health Supplies and Equipment,,,,,,,
Cross Rural Offices of Social Services,2021,41399,Community Living Support Services,,Physiological Treatment - Other,,,,,,,
Cross Rural Offices of Social Services,2021,42309,Community Living Support Services,,Psychotherapeutic Treatment - Partial Hospitalization,,,,,,,
Cross Rural Offices of Social Services,2021,42310,Community Living Support Services,,Psychotherapeutic Treatment - Transitional Living Program,,,,,,,
Cross Rural Offices of Social Services,2021,42363,Community Living Support Services,,Psychotherapeutic Treatment - Day Treatment Services,,,,,,,
Cross Rural Offices of Social Services,2021,42396,Community Living Support Services,,Psychotherapeutic Treatment - Community Support Programs,,,,,,,
Cross Rural Offices of Social Services,2021,42399,Community Living Support Services,,Psychotherapeutic Treatment - Other,,,,,,,
Cross Rural Offices of Social Services,2021,44304,Community Living Support Services,,Crisis Services - Emergency Care,,,,,,,
Cross Rural Offices of Social Services,2021,44399,Community Living Support Services,,Other Crisis Services,,,,,,,
Cross Rural Offices of Social Services,2021,46306,Community Living Support Services,,Prescription Medication (Psychiatric Medications in Jail),,,,,,,
Cross Rural Offices of Social Services,2021,50361,Community Living Support Services,,Vocational Skills Training,,,,,,,
Cross Rural Offices of Social Services,2021,50365,Community Living Support Services,,Supported Education,,,,,,,
Cross Rural Offices of Social Services,2021,50399,Community Living Support Services,,Voc/Day - Day Habilitation,,,,,,,
Cross Rural Offices of Social Services,2021,63310,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Assisted Living,,,,,,,
Cross Rural Offices of Social Services,2021,63329,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Supported Community Living,,,,,,,
Cross Rural Offices of Social Services,2021,63399,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Other,,,,,,,
Cross Rural Offices of Social Services,2021,63XXX,Community Living Support Services,,ICF 1-5 beds,,,,,,,
Cross Rural Offices of Social Services,2021,63XXX,Community Living Support Services,,RCF 1-5 beds,18796.3,,,,,,18796.3
Cross Rural Offices of Social Services,2021,50360,Congregate Services,,Voc/Day - Sheltered Workshop Services,,,,,,,
Cross Rural Offices of Social Services,2021,64310,Congregate Services,,Comm Based Settings (6+ Beds) - Assisted Living,,,,,,,
Cross Rural Offices of Social Services,2021,64329,Congregate Services,,Comm Based Settings (6+ Beds) - Supported Community Living,,339.54,,,,,339.54
Cross Rural Offices of Social Services,2021,64399,Congregate Services,,Comm Based Settings (6+ Beds) - Other,,,,,,,
Cross Rural Offices of Social Services,2021,64XXX,Congregate Services,,ICF-6 and over beds,,,,,,,
Cross Rural Offices of Social Services,2021,64XXX,Congregate Services,,RCF-6 and over beds,114690.84,,,,,,114690.84
Cross Rural Offices of Social Services,2021,11XXX,Administration,,Direct Administration,,,,,364213.21,,364213.21
Cross Rural Offices of Social Services,2021,12XXX,Administration,,Purchased Administration,,,,,31733.66,,31733.66
Cross Rural Offices of Social Services,2021,15481,Administration,,Distribution to other MHDS Regions: Payments to other government or organization,,,,,,,
Cross Rural Offices of Social Services,2021,13951,Uncategorized,,Distribution to MHDS Regional Fiscal Agent - Contributions to Other Governments and Organizations,,,,,2167474,,2167474
Cross Rural Offices of Social Services,2021,14951,Uncategorized,,MHDS Fiscal Agent Reimbursement to MHDS Regional Members,,,,,126641.07,,126641.07
Heart of Iowa Community Services,2021,42305,Core,Treatment,Psychotherapeutic Treatment - Outpatient,44622.28,,,,,,44622.28
Heart of Iowa Community Services,2021,42306,Core,Treatment,Psychotherapeutic Treatment - Medication Prescribing,,,,,,,
Heart of Iowa Community Services,2021,43301,Core,Treatment,Evaluation (Non Crisis) - Assessment and Evaluation,,,,,,,
Heart of Iowa Community Services,2021,71319,Core,Treatment,State MHI Inpatient - Per diem charges,125890.2,,,,,,125890.2
Heart of Iowa Community Services,2021,73319,Core,Treatment,Other Priv./Public Hospitals - Inpatient per diem charges,44636.73,,,,,,44636.73
Heart of Iowa Community Services,2021,32322,Core,Basic Crisis Response,Support Services - Personal Emergency Response System,843.57,5100,,,,,5943.57
Heart of Iowa Community Services,2021,44301,Core,Basic Crisis Response,Crisis Evaluation,72368.99,,,,,,72368.99
Heart of Iowa Community Services,2021,44302,Core,Basic Crisis Response,23 Hour Observation and Holding,,,,,,,
Heart of Iowa Community Services,2021,44305,Core,Basic Crisis Response,24 Hour Crisis Response,,,,,,,
Heart of Iowa Community Services,2021,44307,Core,Basic Crisis Response,Mobile Response,5900.99,,,,,,5900.99
Heart of Iowa Community Services,2021,44312,Core,Basic Crisis Response,Crisis Stabilization Community Based Services (CSCBS),,,,,,,
Heart of Iowa Community Services,2021,44313,Core,Basic Crisis Response,Crisis Stabilization Residential Service (CSRS),637336.58,,,,,,637336.58
Heart of Iowa Community Services,2021,44396,Core,Basic Crisis Response,Access Center start-up/sustainability/coordination,,,,,,,
Heart of Iowa Community Services,2021,32320,Core,Support for Community Living,Support Services - Home Health Aides,160,,,,,,160
Heart of Iowa Community Services,2021,32325,Core,Support for Community Living,Support Services - Respite Services,1943.05,,,,,,1943.05
Heart of Iowa Community Services,2021,32328,Core,Support for Community Living,Support Services - Home/Vehicle Modification,,,,,,,
Heart of Iowa Community Services,2021,32329,Core,Support for Community Living,Support Services - Supported Community Living,29910.06,16889.77,,10226.56,,,57026.39
Heart of Iowa Community Services,2021,42329,Core,Support for Community Living,Psychotherapeutic Treatment - Intensive Residential Services,,,,,,,
Heart of Iowa Community Services,2021,50362,Core,Support For Employment,Voc/Day - Prevocational Services,,,,,,,
Heart of Iowa Community Services,2021,50364,Core,Support For Employment,Voc/Day - Job Development,171,,,,,,171
Heart of Iowa Community Services,2021,50367,Core,Support For Employment,Day Habilitation,3367.27,527.8,462.1,,,,4357.17
Heart of Iowa Community Services,2021,50368,Core,Support For Employment,Voc/Day - Individual Supported Employment,60217.93,15306.04,,,,,75523.97
Heart of Iowa Community Services,2021,50369,Core,Support For Employment,Voc/Day - Group Supported Employment,,,,,,,
Heart of Iowa Community Services,2021,45323,Core,Recovery Services,Peer Family Support - Family Support,,,,,,,
Heart of Iowa Community Services,2021,45366,Core,Recovery Services,Peer Family Support - Peer Support Services,,,,,,,
Heart of Iowa Community Services,2021,21375,Core,Service Coordination,Case Management - 100% County,,,,,,,
Heart of Iowa Community Services,2021,24376,Core,Service Coordination,Health Homes Coordination - Coordination Services,,,,,,,
Heart of Iowa Community Services,2021,63309,Core,Sub-Acute Services,Sub Acute Services (1-5 Beds),,,,,,,
Heart of Iowa Community Services,2021,64309,Core,Sub-Acute Services,Sub Acute Services (6+ Beds),,,,,,,
Heart of Iowa Community Services,2021,4422,Core,Core Evidence Based Treatment,Consultation - Educational and Training Services,,,,,,,
Heart of Iowa Community Services,2021,32396,Core,Core Evidence Based Treatment,Supported Housing,,,,,,,
Heart of Iowa Community Services,2021,42398,Core,Core Evidence Based Treatment,Assertive Community Treatment (ACT),,,,,,,
Heart of Iowa Community Services,2021,45373,Core,Core Evidence Based Treatment,Peer Family Support - Family Psycho-Education,,,,,,,
Heart of Iowa Community Services,2021,46319,Mandated,,Iowa Medical and Classification Center (Oakdale),,,,,,,
Heart of Iowa Community Services,2021,72319,Mandated,,State Hospital Schools - Inpatient per diem charges,,,,,,,
Heart of Iowa Community Services,2021,74XXX,Mandated,,CommitmentRelated (except 301),68850.13,,,,,,68850.13
Heart of Iowa Community Services,2021,75XXX,Mandated,,Mental health advocate,24806.43,,,,,,24806.43
Heart of Iowa Community Services,2021,25XXX,Core Plus,Justice System Involved Services,Coordination services,185132.8,,,,,,185132.8
Heart of Iowa Community Services,2021,44346,Core Plus,Justice System Involved Services,Crisis Services - Telephone Crisis Service,,,,,,,
Heart of Iowa Community Services,2021,44366,Core Plus,Justice System Involved Services,Warm-Line,,,,,,,
Heart of Iowa Community Services,2021,46305,Core Plus,Justice System Involved Services,Mental Health Services in Jails,80207.57,,,,,,80207.57
Heart of Iowa Community Services,2021,46399,Core Plus,Justice System Involved Services,Justice System - Involved Services - Other,2101.65,,,,,,2101.65
Heart of Iowa Community Services,2021,46422,Core Plus,Justice System Involved Services,Crisis Prevention Training,48240,,,,,,48240
Heart of Iowa Community Services,2021,46425,Core Plus,Justice System Involved Services,Mental Health Court related expenses,,,,,,,
Heart of Iowa Community Services,2021,74301,Core Plus,Justice System Involved Services,Commitment - Civil Prescreening,,,,,,,
Heart of Iowa Community Services,2021,42366,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Social Support Services,15171.72,24786.58,,,,,39958.3
Heart of Iowa Community Services,2021,42397,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Psychiatric Rehabilitation,,,,,,,
Heart of Iowa Community Services,2021,3371,Other Informational Services,,Information and Referral Services,,,,,,,
Heart of Iowa Community Services,2021,4372,Other Informational Services,,Planning and/or Consultation Services (Client Related),,,,,,,
Heart of Iowa Community Services,2021,4377,Other Informational Services,,MHDS Contract Provider Incentive Payment,,,,,,,
Heart of Iowa Community Services,2021,4399,Other Informational Services,,Consultation,,,,,,,
Heart of Iowa Community Services,2021,4429,Other Informational Services,,Planning and Management Consultants (Non-Client Related),16960.01,,,,,,16960.01
Heart of Iowa Community Services,2021,5373,Other Informational Services,,Public Education Services,369852.44,,,,,,369852.44
Heart of Iowa Community Services,2021,6399,Community Living Support Services,,Academic Services,,,,,,,
Heart of Iowa Community Services,2021,22XXX,Community Living Support Services,,Services management,308500.85,,,,,,308500.85
Heart of Iowa Community Services,2021,23XXX,Community Living Support Services,,Crisis Care Coordination,,,,,,,
Heart of Iowa Community Services,2021,31XXX,Community Living Support Services,,Transportation,18669.78,10983.16,,,,,29652.94
Heart of Iowa Community Services,2021,32321,Community Living Support Services,,Support Services - Chore Services,,,,,,,
Heart of Iowa Community Services,2021,32326,Community Living Support Services,,Support Services - Guardian/Conservator,,,,,,,
Heart of Iowa Community Services,2021,32327,Community Living Support Services,,Support Services - Representative Payee,,,,,,,
Heart of Iowa Community Services,2021,32335,Community Living Support Services,,Consumer-Directed Attendant Care,5010.6,,,,,,5010.6
Heart of Iowa Community Services,2021,32399,Community Living Support Services,,Support Services - Other,340.2,,,,,,340.2
Heart of Iowa Community Services,2021,33330,Community Living Support Services,,Mobile Meals,210.6,,,2940.3,,,3150.9
Heart of Iowa Community Services,2021,33340,Community Living Support Services,,Basic Needs - Rent Payments,16117.77,,,,,,16117.77
Heart of Iowa Community Services,2021,33345,Community Living Support Services,,Basic Needs - Ongoing Rent Subsidy,,,,,,,
Heart of Iowa Community Services,2021,33399,Community Living Support Services,,Basic Needs - Other,3042.45,,,,,,3042.45
Heart of Iowa Community Services,2021,41305,Community Living Support Services,,Physiological Treatment - Outpatient,125,,,,,,125
Heart of Iowa Community Services,2021,41306,Community Living Support Services,,Physiological Treatment - Prescription Medicine/Vaccines,204.78,,,,,,204.78
Heart of Iowa Community Services,2021,41307,Community Living Support Services,,Physiological Treatment - In-Home Nursing,2028.96,,,,,,2028.96
Heart of Iowa Community Services,2021,41308,Community Living Support Services,,Physiological Treatment - Health Supplies and Equipment,,,,,,,
Heart of Iowa Community Services,2021,41399,Community Living Support Services,,Physiological Treatment - Other,,,,,,,
Heart of Iowa Community Services,2021,42309,Community Living Support Services,,Psychotherapeutic Treatment - Partial Hospitalization,131441.98,,,,,,131441.98
Heart of Iowa Community Services,2021,42310,Community Living Support Services,,Psychotherapeutic Treatment - Transitional Living Program,204139.09,,,,,,204139.09
Heart of Iowa Community Services,2021,42363,Community Living Support Services,,Psychotherapeutic Treatment - Day Treatment Services,,,,,,,
Heart of Iowa Community Services,2021,42396,Community Living Support Services,,Psychotherapeutic Treatment - Community Support Programs,34250,2100,5600,,,,41950
Heart of Iowa Community Services,2021,42399,Community Living Support Services,,Psychotherapeutic Treatment - Other,,,,,,,
Heart of Iowa Community Services,2021,44304,Community Living Support Services,,Crisis Services - Emergency Care,,,,,,,
Heart of Iowa Community Services,2021,44399,Community Living Support Services,,Other Crisis Services,,,,,,,
Heart of Iowa Community Services,2021,46306,Community Living Support Services,,Prescription Medication (Psychiatric Medications in Jail),12245.66,,,,,,12245.66
Heart of Iowa Community Services,2021,50361,Community Living Support Services,,Vocational Skills Training,,,,,,,
Heart of Iowa Community Services,2021,50365,Community Living Support Services,,Supported Education,,,,,,,
Heart of Iowa Community Services,2021,50399,Community Living Support Services,,Voc/Day - Day Habilitation,,,,,,,
Heart of Iowa Community Services,2021,63310,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Assisted Living,,,,,,,
Heart of Iowa Community Services,2021,63329,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Supported Community Living,7625,,,,,,7625
Heart of Iowa Community Services,2021,63399,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Other,,,,,,,
Heart of Iowa Community Services,2021,63XXX,Community Living Support Services,,ICF 1-5 beds,,,,,,,
Heart of Iowa Community Services,2021,63XXX,Community Living Support Services,,RCF 1-5 beds,,,,,,,
Heart of Iowa Community Services,2021,50360,Congregate Services,,Voc/Day - Sheltered Workshop Services,,,,,,,
Heart of Iowa Community Services,2021,64310,Congregate Services,,Comm Based Settings (6+ Beds) - Assisted Living,,,,,,,
Heart of Iowa Community Services,2021,64329,Congregate Services,,Comm Based Settings (6+ Beds) - Supported Community Living,7625,,,,,,7625
Heart of Iowa Community Services,2021,64399,Congregate Services,,Comm Based Settings (6+ Beds) - Other,,,,,,,
Heart of Iowa Community Services,2021,64XXX,Congregate Services,,ICF-6 and over beds,,,,,,,
Heart of Iowa Community Services,2021,64XXX,Congregate Services,,RCF-6 and over beds,140737.79,,,,,,140737.79
Heart of Iowa Community Services,2021,11XXX,Administration,,Direct Administration,,,,,924482.41,,924482.41
Heart of Iowa Community Services,2021,12XXX,Administration,,Purchased Administration,,,,,,,
Heart of Iowa Community Services,2021,15481,Administration,,Distribution to other MHDS Regions: Payments to other government or organization,,,,,50000,,50000
Heart of Iowa Community Services,2021,13951,Uncategorized,,Distribution to MHDS Regional Fiscal Agent - Contributions to Other Governments and Organizations,,,,,2272513.3,,2272513.3
Heart of Iowa Community Services,2021,14951,Uncategorized,,MHDS Fiscal Agent Reimbursement to MHDS Regional Members,,,,,729445.25,,729445.25
Central Iowa Community Services,2021,42305,Core,Psychotherapeutic Treatment - Outpatient,Treatment,146848.71,,,,,,146848.71
Central Iowa Community Services,2021,42306,Core,Psychotherapeutic Treatment - Medication Prescribing,Treatment,41627.58,,,,,,41627.58
Central Iowa Community Services,2021,43301,Core,Evaluation (Non Crisis) - Assessment and Evaluation,Treatment,,,,,,,
Central Iowa Community Services,2021,71319,Core,State MHI Inpatient - Per diem charges,Treatment,206231.57,,,,,,206231.57
Central Iowa Community Services,2021,73319,Core,Other Priv./Public Hospitals - Inpatient per diem charges,Treatment,5908,,,,,,5908
Central Iowa Community Services,2021,32322,Core,Support Services - Personal Emergency Response System,Basic Crisis Response,,,,,,,
Central Iowa Community Services,2021,44301,Core,Crisis Evaluation,Basic Crisis Response,451969.92,6540,290,290,,,459089.92
Central Iowa Community Services,2021,44302,Core,23 Hour Observation and Holding,Basic Crisis Response,,,,,,,
Central Iowa Community Services,2021,44305,Core,24 Hour Crisis Response,Basic Crisis Response,,,,,,,
Central Iowa Community Services,2021,44307,Core,Mobile Response,Basic Crisis Response,793415.09,,,,,,793415.09
Central Iowa Community Services,2021,44312,Core,Crisis Stabilization Community Based Services (CSCBS),Basic Crisis Response,125234,,,,,,125234
Central Iowa Community Services,2021,44313,Core,Crisis Stabilization Residential Service (CSRS),Basic Crisis Response,96763.32,,,,,,96763.32
Central Iowa Community Services,2021,44396,Core,Access Center start-up/sustainability/coordination,Basic Crisis Response,360.19,,,,,,360.19
Central Iowa Community Services,2021,32320,Core,Support Services - Home Health Aides,Support for Community Living,,,,,,,
Central Iowa Community Services,2021,32325,Core,Support Services - Respite Services,Support for Community Living,,,,,,,
Central Iowa Community Services,2021,32328,Core,Support Services - Home/Vehicle Modification,Support for Community Living,,,,,,,
Central Iowa Community Services,2021,32329,Core,Support Services - Supported Community Living,Support for Community Living,682596.29,135355.75,99303.64,7119.65,,,924375.33
Central Iowa Community Services,2021,42329,Core,Psychotherapeutic Treatment - Intensive Residential Services,Support for Community Living,,,,,,,
Central Iowa Community Services,2021,50362,Core,Voc/Day - Prevocational Services,Support For Employment,,4876.63,4990.04,82.48,,,9949.15
Central Iowa Community Services,2021,50364,Core,Voc/Day - Job Development,Support For Employment,,,,,,,
Central Iowa Community Services,2021,50367,Core,Day Habilitation,Support For Employment,31849.09,20477.77,31534.76,11009.07,,,94870.69
Central Iowa Community Services,2021,50368,Core,Voc/Day - Individual Supported Employment,Support For Employment,20431.4,29748.45,34458.74,2994.47,,,87633.06
Central Iowa Community Services,2021,50369,Core,Voc/Day - Group Supported Employment,Support For Employment,,,1346.13,,,,1346.13
Central Iowa Community Services,2021,45323,Core,Peer Family Support - Family Support,Recovery Services,25395,,,,,,25395
Central Iowa Community Services,2021,45366,Core,Peer Family Support - Peer Support Services,Recovery Services,1592.64,,,,,,1592.64
Central Iowa Community Services,2021,21375,Core,Case Management - 100% County,Service Coordination,,,,,,,
Central Iowa Community Services,2021,24376,Core,Health Homes Coordination - Coordination Services,Service Coordination,16150.52,,,,,,16150.52
Central Iowa Community Services,2021,63309,Core,Sub Acute Services (1-5 Beds),Sub-Acute Services,,,,,,,
Central Iowa Community Services,2021,64309,Core,Sub Acute Services (6+ Beds),Sub-Acute Services,2455,,,,,,2455
Central Iowa Community Services,2021,4422,Core,Consultation - Educational and Training Services,Core Evidence Based Treatment,,,,,,,
Central Iowa Community Services,2021,32396,Core,Supported Housing,Core Evidence Based Treatment,,,,,,,
Central Iowa Community Services,2021,42398,Core,Assertive Community Treatment (ACT),Core Evidence Based Treatment,45654.09,,,,,,45654.09
Central Iowa Community Services,2021,45373,Core,Peer Family Support - Family Psycho-Education,Core Evidence Based Treatment,,,,,,,
Central Iowa Community Services,2021,46319,Mandated,Iowa Medical and Classification Center (Oakdale),,,,,,,,
Central Iowa Community Services,2021,72319,Mandated,State Hospital Schools - Inpatient per diem charges,,,,,,,,
Central Iowa Community Services,2021,74XXX,Mandated,CommitmentRelated (except 301),,190076.42,846.05,,,,,190922.47
Central Iowa Community Services,2021,75XXX,Mandated,Mental health advocate,,151778.47,,,,,,151778.47
Central Iowa Community Services,2021,25XXX,Core Plus,Coordination services,Justice System Involved Services,303312,,,,,,303312
Central Iowa Community Services,2021,44346,Core Plus,Crisis Services - Telephone Crisis Service,Justice System Involved Services,,,,,,,
Central Iowa Community Services,2021,44366,Core Plus,Warm-Line,Justice System Involved Services,1430.13,,,,,,1430.13
Central Iowa Community Services,2021,46305,Core Plus,Mental Health Services in Jails,Justice System Involved Services,140522.14,,,,,,140522.14
Central Iowa Community Services,2021,46399,Core Plus,Justice System - Involved Services - Other,Justice System Involved Services,389.22,,,,,,389.22
Central Iowa Community Services,2021,46422,Core Plus,Crisis Prevention Training,Justice System Involved Services,,,,,,,
Central Iowa Community Services,2021,46425,Core Plus,Mental Health Court related expenses,Justice System Involved Services,,,,,,,
Central Iowa Community Services,2021,74301,Core Plus,Commitment - Civil Prescreening,Justice System Involved Services,,,,,,,
Central Iowa Community Services,2021,42366,Core Plus,Psychotherapeutic Treatment - Social Support Services,Additional Core Evidence Based Treatment,801264.27,119473.64,19096.14,7229.75,,,947063.8
Central Iowa Community Services,2021,42397,Core Plus,Psychotherapeutic Treatment - Psychiatric Rehabilitation,Additional Core Evidence Based Treatment,10139.33,,,,,,10139.33
Central Iowa Community Services,2021,3371,Other Informational Services,Information and Referral Services,,,,,,,,
Central Iowa Community Services,2021,4372,Other Informational Services,Planning and/or Consultation Services (Client Related),,,,,,,,
Central Iowa Community Services,2021,4377,Other Informational Services,MHDS Contract Provider Incentive Payment,,,,,,,,
Central Iowa Community Services,2021,4399,Other Informational Services,Consultation,,,,,,,,
Central Iowa Community Services,2021,4429,Other Informational Services,Planning and Management Consultants (Non-Client Related),,,,,,,,
Central Iowa Community Services,2021,5373,Other Informational Services,Public Education Services,,718837.04,,,,,,718837.04
Central Iowa Community Services,2021,6399,Community Living Support Services,Academic Services,,,,,,,,
Central Iowa Community Services,2021,22XXX,Community Living Support Services,Services management,,1294304.09,20248.25,33987.27,2710.82,,,1351250.43
Central Iowa Community Services,2021,23XXX,Community Living Support Services,Crisis Care Coordination,,,,,,,,
Central Iowa Community Services,2021,31XXX,Community Living Support Services,Transportation,,132531.29,2321.28,5242.52,,,,140095.09
Central Iowa Community Services,2021,32321,Community Living Support Services,Support Services - Chore Services,,,,,,,,
Central Iowa Community Services,2021,32326,Community Living Support Services,Support Services - Guardian/Conservator,,,,,,,,
Central Iowa Community Services,2021,32327,Community Living Support Services,Support Services - Representative Payee,,10535,2079.8,620,,,,13234.8
Central Iowa Community Services,2021,32335,Community Living Support Services,Consumer-Directed Attendant Care,,,,,,,,
Central Iowa Community Services,2021,32399,Community Living Support Services,Support Services - Other,,,,,,,,
Central Iowa Community Services,2021,33330,Community Living Support Services,Mobile Meals,,,,,,,,
Central Iowa Community Services,2021,33340,Community Living Support Services,Basic Needs - Rent Payments,,40292.13,312.69,,,,,40604.82
Central Iowa Community Services,2021,33345,Community Living Support Services,Basic Needs - Ongoing Rent Subsidy,,,,,,,,
Central Iowa Community Services,2021,33399,Community Living Support Services,Basic Needs - Other,,14680.82,373.5,377.59,,,,15431.91
Central Iowa Community Services,2021,41305,Community Living Support Services,Physiological Treatment - Outpatient,,,,,,,,
Central Iowa Community Services,2021,41306,Community Living Support Services,Physiological Treatment - Prescription Medicine/Vaccines,,1266.61,,,,,,1266.61
Central Iowa Community Services,2021,41307,Community Living Support Services,Physiological Treatment - In-Home Nursing,,,,,,,,
Central Iowa Community Services,2021,41308,Community Living Support Services,Physiological Treatment - Health Supplies and Equipment,,,,,,,,
Central Iowa Community Services,2021,41399,Community Living Support Services,Physiological Treatment - Other,,,,,,,,
Central Iowa Community Services,2021,42309,Community Living Support Services,Psychotherapeutic Treatment - Partial Hospitalization,,,,,,,,
Central Iowa Community Services,2021,42310,Community Living Support Services,Psychotherapeutic Treatment - Transitional Living Program,,292780.8,,,,,,292780.8
Central Iowa Community Services,2021,42363,Community Living Support Services,Psychotherapeutic Treatment - Day Treatment Services,,,,,,,,
Central Iowa Community Services,2021,42396,Community Living Support Services,Psychotherapeutic Treatment - Community Support Programs,,,,,,,,
Central Iowa Community Services,2021,42399,Community Living Support Services,Psychotherapeutic Treatment - Other,,,,,,,,
Central Iowa Community Services,2021,44304,Community Living Support Services,Crisis Services - Emergency Care,,,,,,,,
Central Iowa Community Services,2021,44399,Community Living Support Services,Other Crisis Services,,,,,,,,
Central Iowa Community Services,2021,46306,Community Living Support Services,Prescription Medication (Psychiatric Medications in Jail),,30684.76,,,,,,30684.76
Central Iowa Community Services,2021,50361,Community Living Support Services,Vocational Skills Training,,,,,,,,
Central Iowa Community Services,2021,50365,Community Living Support Services,Supported Education,,,,,,,,
Central Iowa Community Services,2021,50399,Community Living Support Services,Voc/Day - Day Habilitation,,,,,,,,
Central Iowa Community Services,2021,63310,Community Living Support Services,Comm Based Settings (1-5 Bed) - Assisted Living,,,,,,,,
Central Iowa Community Services,2021,63329,Community Living Support Services,Comm Based Settings (1-5 Bed) - Supported Community Living,,,,,,,,
Central Iowa Community Services,2021,63399,Community Living Support Services,Comm Based Settings (1-5 Bed) - Other,,,,,,,,
Central Iowa Community Services,2021,63XXX,Community Living Support Services,ICF 1-5 beds,,,,,,,,
Central Iowa Community Services,2021,63XXX,Community Living Support Services,RCF 1-5 beds,,,,,,,,
Central Iowa Community Services,2021,50360,Congregate Services,Voc/Day - Sheltered Workshop Services,,,,,,,,
Central Iowa Community Services,2021,64310,Congregate Services,Comm Based Settings (6+ Beds) - Assisted Living,,,,,,,,
Central Iowa Community Services,2021,64329,Congregate Services,Comm Based Settings (6+ Beds) - Supported Community Living,,,,,,,,
Central Iowa Community Services,2021,64399,Congregate Services,Comm Based Settings (6+ Beds) - Other,,,,,,,,
